Protein_IDs,Gene_names,Protein_names,3P_1,3P_2,3P_3,SIC_1,SIC_2,SIC_3
O00231,PSMD11,26S proteasome non-ATPase regulatory subunit 11,4.8057426568876735,4.473765177429872,4.447110434009339,4.438891454153815,4.538882422247049,4.442269708694955
O00232,PSMD12,26S proteasome non-ATPase regulatory subunit 12,3.3153995237769074,3.4450437290936406,2.829426788571265,3.7298965137339124,3.7035530204877993,3.6052856589748785
O00233,PSMD9,26S proteasome non-ATPase regulatory subunit 9,1.8970245377589414,1.4701936535055609,1.7453579432690098,0.7518793051524852,0.8221032834111739,0.664103596186834
O00244,ATOX1,Copper transport protein ATOX1,2.0234127489944065,1.3627074119435072,1.196777854323333,0.8414948759913763,0.8887391124816659,0.8248527048688423
O00257,CBX4,E3 SUMO-protein ligase CBX4,-1.132592891120968,-3.586397243478567,-3.636971916588934,-3.024321169183154,-1.2630179047053538,-0.504346151836522
O00258,WRB,Tail-anchored protein insertion receptor WRB,-3.5092439681605967,-2.365763837244426,-4.575467406781835,-2.245109329645473,-1.2147526845384036,-2.808903551643226
O00264,PGRMC1,Membrane-associated progesterone receptor component 1,3.4779435027678005,3.4396560650255594,3.822475409407147,4.064838347850085,3.731025537169277,4.267313011732622
O00267,SUPT5H,Transcription elongation factor SPT5,1.134939337836876,1.2544952723468015,1.402781789552293,2.060975109133331,1.935979986713626,2.014437764763823
O00273,DFFA,DNA fragmentation factor subunit alpha,-0.2780181589896529,-0.466305135857219,-1.096823502630425,-0.3333645424967351,-0.4745268529935629,-0.542315245556015
O00291,HIP1,Huntingtin-interacting protein 1,1.166011403991753,1.0364013828991503,1.3869070977571631,0.7380303311283818,0.5191064863179236,0.8529915266040078
O00292,LEFTY2,Left-right determination factor 2,-3.0264634330978155,-4.509582884685023,-3.8075938933282134,-1.3666842967160484,-1.5739810654912958,-1.0662249949442106
O00299,CLIC1,Chloride intracellular channel protein 1,5.65757245714779,5.284701186103302,5.338304701622722,5.563967536596937,5.273627193418914,5.483642176117151
O00303,EIF3F,Eukaryotic translation initiation factor 3 subunit F,2.5895718426063716,2.12690486987702,2.621216344119272,2.3566183148763002,2.1617916452808643,2.365885892523032
O00330,PDHX,"Pyruvate dehydrogenase protein X component, mitochondrial",1.7486497287382043,2.0640072075383635,1.7125220911497685,2.4234698979700653,2.3367656022433287,2.0928839091989566
O00399,DCTN6,Dynactin subunit 6,-1.9236575460857388,-2.8477934859381655,-3.1350900968630597,-3.3985535307252057,-3.6306729000141615,-4.358068857968055
O00400,SLC33A1,Acetyl-coenzyme A transporter 1,2.222431547443456,2.354867128784953,2.4880710033738147,2.4712064971029335,2.334766890307545,2.562041410427078
O00401,WASL,Neural Wiskott-Aldrich syndrome protein,-0.4611810835220389,-0.5200684226987455,-1.304492993278437,-0.3238690198673808,-0.30157720990817083,-0.7401643125878792
O00410,IPO5,Importin-5,5.070353345449234,5.0302053830706335,4.7497414355073175,5.087311930419769,5.20764982154877,5.027888651399277
O00411,POLRMT,"DNA-directed RNA polymerase, mitochondrial",-3.643368341146667,-3.8010556512195137,-3.2669661323830965,-2.7880484730412007,-2.4128296364018205,-2.440298439564959
O00422,SAP18,Histone deacetylase complex subunit SAP18,0.2733281780374277,0.3742504701174205,0.785196491117464,1.2629028607099322,1.031623160135016,1.2220111741037911
O00423,EML1,Echinoderm microtubule-associated protein-like 1,-2.34417671424735,-3.030434658086648,-2.6535767270008392,-2.4519486436437354,-2.527008925294691,-2.7925156392773083
O00425,IGF2BP3,Insulin-like growth factor 2 mRNA-binding protein 3,3.433068538465882,3.5187156406768736,3.2937110139794754,5.37789944485516,5.5572128735175,5.2698253596385705
O00429,DNM1L,Dynamin-1-like protein,2.754818876229475,2.6717743982915003,2.784940005207794,2.901048859863561,2.828527147858953,2.88352319371171
O00442,RTCA,RNA 3-terminal phosphate cyclase,1.0495025381736234,0.7549308577991454,0.5799680922838881,1.3428680748869581,1.5496717040997972,1.0173536502320495
O00443,PIK3C2A,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha,-2.237311272830887,-2.340890894386039,-2.899025082713237,-1.9497828094318699,-2.1539485742052236,-2.3361954925981827
O00459,PIK3R2,Phosphatidylinositol 3-kinase regulatory subunit beta,-2.7841002624163664,-3.7542358326310716,-4.570871936418166,-4.333440612505285,-2.4924598846367623,-2.2797284192929865
O00461,GOLIM4,Golgi integral membrane protein 4,-1.1564361228181923,-1.9915907445198897,-1.3251099151483032,-2.1169132628279463,-1.9953847583216167,-2.1506163628372192
O00462,MANBA,Beta-mannosidase,0.10821736316842845,0.4410588363183372,0.35201615339078174,-0.09778964415969682,-0.33173589470825604,-0.18965058370004684
O00468,AGRN,Agrin;Agrin N-terminal 110 kDa subunit;Agrin C-terminal 110 kDa subunit;Agrin C-terminal 90 kDa fragment;Agrin C-terminal 22 kDa fragment,3.134064840199599,3.3451665795847205,3.1836084296979053,3.6227945138338917,3.6101241115828913,3.7506367503602966
O00469,PLOD2,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",-1.845659155062311,-1.892515797255598,-1.8082728754549358,-2.9125723124285727,-2.6199729238197307,-2.1804679152601096
O00471,EXOC5,Exocyst complex component 5,0.5284932232936121,0.3528558386678142,0.1811520146051393,0.2843329456520962,0.278350399879308,0.23843898767698235
O00478;P78410;O00481,BTN3A3,Butyrophilin subfamily 3 member A3,-1.662666633382436,-1.7981792550083853,-1.7506274203249959,-4.333428381095958,-3.026408311184062,-4.358056567933906
O00483,NDUFA4,Cytochrome c oxidase subunit NDUFA4,1.375195512747883,1.2792923089840684,2.114467458792955,-1.1911766894424325,-1.3413710701822836,-1.042283275501795
O00487,PSMD14,26S proteasome non-ATPase regulatory subunit 14,2.4616053329569,2.337204389194639,2.436254239924569,2.6126176789123328,2.5940253405968186,2.5085158481068177
O00499;Q9UBW5,BIN1,Myc box-dependent-interacting protein 1,0.6957643691524069,0.7444427063001164,0.23367297143325416,0.17943469463520145,0.702884918100974,0.029120001104548265
O00505,KPNA3,Importin subunit alpha-4,2.4078372283160476,2.3238789491805747,2.027492230113946,2.578900693188107,2.7998354800757177,2.703778000146091
O00512,BCL9,B-cell CLL/lymphoma 9 protein,-4.583348511509207,-4.505062381071886,-3.8597045898710576,-3.5786635115137884,-3.0557960020713075,-3.000617342755133
O00533,CHL1,Neural cell adhesion molecule L1-like protein;Processed neural cell adhesion molecule L1-like protein,0.48472138594287273,0.5541817135875604,0.5710259278301208,-2.9824642911767567,-4.333620427928678,-3.608299011948673
O00534,VWA5A,von Willebrand factor A domain-containing protein 5A,-0.9098332974242709,-1.6388621262596104,-1.6482820152068882,-1.658277914773084,-1.8238095976539554,-2.1142214041587835
O00541,PES1,Pescadillo homolog,-0.32276825453325486,0.15537649081091587,0.24656711129852482,0.8451961162049848,0.6653245720378926,1.208362327629775
O00560,SDCBP,Syntenin-1,2.256494362660142,2.393649226871144,2.2753609347110952,2.531697684148977,2.431457955857212,2.438051263894586
O00562,PITPNM1,Membrane-associated phosphatidylinositol transfer protein 1,-0.6033172602824344,-0.16865660418361372,-0.19945988941830706,-1.9099757605719212,-2.3682248950209903,-2.8954721705896844
O00566,MPHOSPH10,U3 small nucleolar ribonucleoprotein protein MPP10,-2.3775298058379235,-2.1758423759874574,-1.7355610442402103,-0.8128060024329287,-0.5507196425990664,-0.735988636934735
O00567,NOP56,Nucleolar protein 56,3.2079756014750735,3.0257176878850522,3.4272446452239187,4.304930443151399,4.121129517391829,4.5546595832949315
O00571;Q9NQI0,DDX3X,ATP-dependent RNA helicase DDX3X,3.1496784911383955,2.925211406579322,2.863082690773666,3.444639856457055,3.305278644687313,3.4269455693275717
O00584,RNASET2,Ribonuclease T2,0.7612247684559605,0.6580039797151542,0.7194962153553419,0.8593270867702998,0.5346006595438269,0.41918203607581717
O00592,PODXL,Podocalyxin,0.4566176557695556,0.7547766042369624,1.0910576616479268,1.8681972154401763,1.3375892773793083,1.4687713632121167
O00622,CYR61,Protein CYR61,-2.398416944428167,-2.392063379208661,-4.57262619513271,-2.719234359465723,-2.9822438677337217,-2.650897551128697
O00625,PIR,Pirin,-0.4071738685853141,-0.5446323339599104,-0.6267276505737627,-2.1044186331500754,-1.9237471574252716,-2.1722489372835874
O00629,KPNA4,Importin subunit alpha-3,0.4928324744582042,0.5093969873493656,-0.5234387042146444,-0.3149262433293849,-0.08872066205901774,-0.07813792734150482
O00743,PPP6C,"Serine/threonine-protein phosphatase 6 catalytic subunit;Serine/threonine-protein phosphatase 6 catalytic subunit, N-terminally processed",-0.5239776666783236,-0.13818695817737137,-0.35458907498770387,0.25829258292871415,0.1792454938982786,0.3016998239941735
O00750,PIK3C2B,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta,-3.81426023827237,-4.506788022242411,-4.035670192517503,-2.009499061937319,-2.0766331008834094,-2.225819854195091
O00754,MAN2B1,Lysosomal alpha-mannosidase;Lysosomal alpha-mannosidase A peptide;Lysosomal alpha-mannosidase B peptide;Lysosomal alpha-mannosidase C peptide;Lysosomal alpha-mannosidase D peptide;Lysosomal alpha-mannosidase E peptide,3.1848632651286835,3.2115447179468504,3.4202757025582393,0.9585462075818718,0.6465136791262864,0.7177658361547259
O00755,WNT7A,Protein Wnt-7a,0.06711730937008298,-0.445773924433869,0.12733142140760023,0.49054624460726615,0.16952206059350772,0.6317718834956274
O00762,UBE2C,Ubiquitin-conjugating enzyme E2 C,-1.9131090027220345,-3.9785914813383245,-5.670944245457431,-0.041893661358116674,0.4705989434921314,0.3799273639872247
O00764,PDXK,Pyridoxal kinase,2.580315341495517,2.0667746852655107,2.375710904018355,1.6633179003308847,1.6851881584187751,1.7685562557732801
O00767,SCD,Acyl-CoA desaturase,0.0,-0.6712422515851948,0.2209542448039059,-0.7241139697487746,-1.0041363882428698,-1.1919063646843817
O14490,DLGAP1,Disks large-associated protein 1,-4.23705168614271,-5.587189008856893,-5.5280256816249045,-4.356932801754333,-4.333608214339949,-4.451028565976248
O14497,ARID1A,AT-rich interactive domain-containing protein 1A,-0.7333817218062926,-0.3811234418414955,-0.3171767846323803,0.7570629027826712,0.686795288411183,0.8059471867995711
O14530,TXNDC9,Thioredoxin domain-containing protein 9,0.1586591700457589,-0.24248780529752878,-0.0325914549363695,0.08049195306275081,0.23490977784937428,0.08173729291008769
O14531,DPYSL4,Dihydropyrimidinase-related protein 4,4.1238363879831255,3.5575348894166687,3.5553118796562835,4.0695060619692605,4.124965800763885,4.0995630710691735
O14545,TRAFD1,TRAF-type zinc finger domain-containing protein 1,-2.6970014335385883,-2.7575005952576213,-2.77755279148289,-2.5396048443731942,-2.583455779971267,-2.2182279197821018
O14548,COX7A2L,"Cytochrome c oxidase subunit 7A-related protein, mitochondrial",-1.0511550334609865,-1.395055470229245,-0.7393470762048686,-1.545830699625288,-1.869256847636958,-1.6901560413177705
O14561,NDUFAB1,"Acyl carrier protein, mitochondrial",1.3905499100171497,1.337075618763663,1.8508834370510918,1.2057559104331936,1.1658728361060078,1.181368383493858
O14562,UBFD1,Ubiquitin domain-containing protein UBFD1,0.6773603327982727,0.704708246449691,0.6201551819316471,0.28357690109740474,0.2787663119510597,-0.14227458412095473
O14578,CIT,Citron Rho-interacting kinase,-4.578745771207866,-5.446601901757511,-4.645888681361205,-3.3044781091323685,-3.0759147919332115,-2.914420206354624
O14579,COPE,Coatomer subunit epsilon,1.8825930267697437,1.8047868085321461,1.498166588831161,1.355642336318592,1.3661496223479048,1.2698697820155296
O14607;O15550,UTY;KDM6A,Histone demethylase UTY;Lysine-specific demethylase 6A,-4.58050280512288,-4.578855364101806,-4.987735243261982,-3.3419886967939583,-3.473913016788579,-3.3940274123495406
O14617,AP3D1,AP-3 complex subunit delta-1,1.653279168340692,1.6253031403269702,1.2936139690394626,1.4986429466399152,1.6557696511057713,1.412614307019627
O14618,CCS,Copper chaperone for superoxide dismutase,-0.6738680488343007,-1.0824850550077478,-0.7569327790436517,-0.8727058390822471,-0.8956229394213722,-0.24377473642913472
O14639,ABLIM1,Actin-binding LIM protein 1,-1.9429311225774484,-1.6219187966425963,-1.8981888077615565,-2.145835532715502,-2.2125148606686125,-4.534225700944156
O14641,DVL2,Segment polarity protein dishevelled homolog DVL-2,-1.574931841526496,-1.6000930988090722,-3.98082444600569,-1.3674644618352119,-1.4904564297047642,-1.534793670734441
O14646,CHD1,Chromodomain-helicase-DNA-binding protein 1,-0.39738731924078863,-0.28063324262197753,-0.024408880410987877,0.9394053556667963,0.6389606021126966,0.9167412133293134
O14647,CHD2,Chromodomain-helicase-DNA-binding protein 2,-0.3011487043075185,-0.4660354480443054,-0.6577111846181793,0.08613948756141454,0.15067188729589276,-0.10977878504912297
O14653,GOSR2,Golgi SNAP receptor complex member 2,-0.7964088168499757,-0.8307258367103394,-0.7314238925575935,-1.7837861380721982,-1.7615684068851465,-1.4691735232411176
O14656,TOR1A,Torsin-1A,0.5126245655028043,0.5152367574947156,0.4965049794829426,0.05502237422919265,-0.11320351007527307,0.2573023657406104
O14657,TOR1B,Torsin-1B,-0.5126839213551406,0.04812415588208907,0.46098829202370695,-0.21584321792710526,0.03547395338523174,-0.381169044175941
O14672,ADAM10,Disintegrin and metalloproteinase domain-containing protein 10,-1.5749114144228358,-1.7241594481723688,-1.7854062250432357,-0.9592885518918912,-0.8502372696821787,-0.6196676183815342
O14681,EI24,Etoposide-induced protein 2.4 homolog,-0.042655305936225574,-0.03564180361936309,0.2847954212816717,0.05198125242674223,0.5134628569948774,0.10213563371693724
O14730,RIOK3,Serine/threonine-protein kinase RIO3,-1.4472033174071015,-1.4984139315345963,-1.9282513714505747,-1.0797495343261119,-1.199494403325442,-0.8799916533862238
O14732,IMPA2,Inositol monophosphatase 2,-4.042697349380427,-4.915125320367365,-4.908213686101609,-3.0336049977573403,-3.4224319119017643,-3.1848643005410757
O14734,ACOT8,Acyl-coenzyme A thioesterase 8,-1.4233761946256749,-1.2251019640392293,-0.8153143287802038,-1.9704537554298156,-2.3668255316421636,-2.1078178285475637
O14737,PDCD5,Programmed cell death protein 5,2.5141616622163134,2.1605819217152735,1.9824032823176587,2.1649778934229076,2.3307611401498676,2.0870655219156546
O14744,PRMT5,"Protein arginine N-methyltransferase 5;Protein arginine N-methyltransferase 5, N-terminally processed",1.8130541605207142,1.1878745448211419,1.5796269127954972,2.14150570149641,2.1706429937538587,2.2193822439203856
O14745,SLC9A3R1,Na(+)/H(+) exchange regulatory cofactor NHE-RF1,0.08345221283651227,0.15292034148393796,0.28585538554956713,0.8259267373069079,0.7517531924238554,0.4804819842956469
O14763,TNFRSF10B,Tumor necrosis factor receptor superfamily member 10B,-3.5562191895666295,-3.401934214939015,-3.601151689954463,-2.2570030056463857,-1.6383093995688824,-3.047529678616847
O14770,MEIS2,Homeobox protein Meis2,-5.680558371553236,-2.030089365113131,-5.290832060281074,-1.685660869975326,-1.3812421387398501,-1.7691758005687461
O14773,TPP1,Tripeptidyl-peptidase 1,2.254627725391039,2.1028679096449245,2.7523167380993385,0.38891315957663863,-0.16578461409421763,0.19299914600917134
O14776;Q5VWI1,TCERG1,Transcription elongation regulator 1,2.0626106014806815,2.1204692225910478,2.3747936175353423,3.1846217503030765,3.012791912695274,3.086708839424354
O14777,NDC80,Kinetochore protein NDC80 homolog,-2.0207593442030998,-1.5023906838268992,-2.2273001433282573,-0.3991262811072396,0.06392607189487975,-1.609499696247319
O14786,NRP1,Neuropilin-1,-0.30427792049365365,-0.8547674183281266,-0.2835210268097299,-3.5872472515884937,-2.984612416716089,-3.7766359338017477
O14787,TNPO2,Transportin-2,1.3480873208560702,1.4458680793397214,0.7967488006508567,1.0842800736691203,1.2658431526654716,0.8828802923539172
O14795;Q9UPW8;Q8NB66,UNC13B,Protein unc-13 homolog B,-2.097382128295024,-1.9282538656469228,-1.960858101018566,-1.5109144581417482,-1.4838623529208768,-1.6340730178378458
O14802,POLR3A,DNA-directed RNA polymerase III subunit RPC1,-2.7923415472925406,-2.9291702830703663,-2.1826947763429523,-1.7510386899782766,-2.0742144559688747,-2.2863979242436336
O14818,PSMA7,Proteasome subunit alpha type-7,4.738524559649726,4.710515915248063,4.774122488212349,4.39384446545094,4.4518010256389715,4.452325898690855
O14828,SCAMP3,Secretory carrier-associated membrane protein 3,1.8810116035792355,1.8653714689534837,1.8855761547694243,1.452036658734567,1.833666984737075,1.352712861886861
O14874,BCKDK,"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial",-0.7598412652274575,-0.49472325486994606,-0.9290279781947923,-0.4417142583568747,-0.7230020909830728,-0.7395041913542748
O14893,GEMIN2,Gem-associated protein 2,-1.750605759867348,-1.9953998931781136,-1.5632281283023914,-1.4174853795992561,-1.2954345633972615,-1.994220445591754
O14908,GIPC1,PDZ domain-containing protein GIPC1,-2.6032752821163037,-2.7023310048331517,-2.8646980518156866,-3.2327562032081794,-3.172562870979199,-3.1313509946310063
O14910,LIN7A,Protein lin-7 homolog A,-1.8016579032020523,-1.8717189287875584,-1.262099105750078,-2.547002017145907,-2.903410209052396,-2.577097683169889
O14920,IKBKB,Inhibitor of nuclear factor kappa-B kinase subunit beta,-1.0347670185898679,-0.8974046911502569,-1.2871500335332584,-1.4907069102259172,-1.2779266249217365,-1.7731109874033208
O14925;Q5SRD1,TIMM23;TIMM23B,Mitochondrial import inner membrane translocase subunit Tim23;Putative mitochondrial import inner membrane translocase subunit Tim23B,-1.7762582747264233,-1.47880177373262,-2.1926370651509117,-0.8278995201295203,-3.588514236281659,-0.7586599448153102
O14929,HAT1,Histone acetyltransferase type B catalytic subunit,-1.1150806525154557,-1.0104495589554503,-0.994029402815034,0.026902512152766178,0.2601938392275507,0.1613018138615736
O14936,CASK,Peripheral plasma membrane protein CASK,0.6160511291258786,0.635769550240461,0.3863350694284442,0.4719415068458055,0.5191504903745034,0.42719061432857686
O14949,UQCRQ,Cytochrome b-c1 complex subunit 8,0.24398499477160485,-0.05558953451532034,0.48799832752326466,0.045688619793605056,-0.3846795796040823,0.6768525762606146
