Protein_IDs,Gene_names,Protein_names,logFC,AveExpr,mean_3P,mean_SIC,t,P.Value,adj.P.Val,B,Significant,Regulation,FoldChange,Mitochondrial,Top_Pathways
Q9Y662;Q9Y663;Q96QI5;Q9Y278;Q5TG30,HS3ST3B1;HS3ST3A1,Heparan sulfate glucosamine 3-O-sulfotransferase 3B1;Heparan sulfate glucosamine 3-O-sulfotransferase 3A1,4.231820713858899,-2.392114007522951,-4.5080243644524005,-0.2762036505935015,26.883477504140718,1.331863501263797e-06,0.0005008936361091,-0.2024291585009901,True,Up,18.78905644665781,False,
Q9UBC3,DNMT3B,DNA (cytosine-5)-methyltransferase 3B,6.013456326905219,-0.8885271747605212,-3.8952553382131305,2.118200988692088,26.798519294458007,1.352983003188868e-06,0.0005008936361091,0.5066360273239439,True,Up,64.59973434119625,False,
P56373,P2RX3,P2X purinoceptor 3,3.9810491878808514,-2.087364329075569,-4.077888923015995,-0.0968397351351437,26.267543932471696,1.4944665933658283e-06,0.000516388023561,-0.2782474725378985,True,Up,15.791203117237377,False,
P07305,H1F0,"Histone H1.0;Histone H1.0, N-terminally processed",2.946501131032804,2.0193172194108517,0.5460666538944494,3.492567784927253,25.925585598199493,1.595007983912211e-06,0.0005166828987885,-0.853893925324456,True,Up,7.708772387541528,False,
P29762,CRABP1,Cellular retinoic acid-binding protein 1,4.2674635506543614,5.368541348261761,3.23480957293458,7.502273123588941,24.91855827268289,1.941889756107429e-06,0.0005341369360285,-0.0338564666093303,True,Up,19.259035520106117,False,
O43795;Q9UBC5,MYO1B,Unconventional myosin-Ib,2.3411394505591,1.8683869367696435,0.6978172114900936,3.038956662049193,24.719705599366208,2.020703303795557e-06,0.0005341369360285,-1.218595994723912,True,Up,5.067026768823592,False,
P50281,MMP14,Matrix metalloproteinase-14,-3.4451590413631994,-2.8027416285850046,-1.080162107903405,-4.525321149266604,-24.50737483391015,2.109131149952148e-06,0.0005341369360285,-0.4286780928385739,True,Down,0.0918129176511037,False,
Q9HCC8,GDPD2,Glycerophosphoinositol inositolphosphodiesterase GDPD2,-4.64799428464958,-2.096308195586784,0.2276889467380058,-4.420305337911574,-24.490450492055125,2.116377116223589e-06,0.0005341369360285,0.1716349887809538,True,Down,0.0398854320348829,False,
P27338,MAOB,Amine oxidase [flavin-containing] B,-4.051107201390341,2.851348008155517,4.876901608850687,0.8257944074603465,-24.380540955302852,2.164166632567799e-06,0.0005341369360285,-0.0942602305322537,True,Down,0.0603247063797101,True,
Q5T7N2,L1TD1,LINE-1 type transposase domain-containing protein 1,4.913355618606546,-1.773390500095307,-4.23006830939858,0.6832873092079659,23.926459089354623,2.375843042745629e-06,0.0005597270222977,0.3292743650347035,True,Up,30.134738043323857,False,
Q14699,RFTN1,Raftlin,-3.6935890042777166,-1.312827540591827,0.5339669615470312,-3.1596220427306854,-23.428837729383176,2.6370005765663507e-06,0.0005808669416353,-0.1994081195007029,True,Down,0.0772892188649138,False,
P33991,MCM4,DNA replication licensing factor MCM4,2.198595224747592,1.8759299440824968,0.7766323317087007,2.975227556456293,23.2184756627215,2.7576712091637035e-06,0.0005808669416353,-1.2189294681875191,True,Up,4.590321573600531,False,
Q9Y2J2,EPB41L3,"Band 4.1-like protein 3;Band 4.1-like protein 3, N-terminally processed",-2.23767859758414,3.446463512414221,4.565302811206291,2.327624213622151,-23.14430402759712,2.8017892226284147e-06,0.0005808669416353,-1.1772894911821272,True,Down,0.2120272211472837,False,
Q14764,MVP,Major vault protein,-2.3577613098889563,2.3676657783042683,3.5465464332487464,1.1887851233597904,-22.7299951573176,3.0643807480412733e-06,0.0005908848903617,-1.0366157665410132,True,Down,0.1950936451053891,False,
O76038,SCGN,Secretagogin,-9.412462261097208,0.3098307820723227,5.016061912620926,-4.396400348476281,-22.582335943452303,3.165031678076246e-06,0.0005908848903617,1.745063097267868,True,Down,0.00146746085915,False,
Q9NRN5,OLFML3,Olfactomedin-like protein 3,3.767421893983681,-2.313972157804008,-4.197683104795848,-0.4302612108121669,22.54355011677738,3.192123660067381e-06,0.0005908848903617,-0.0827862183605692,True,Up,13.617801406529273,False,
Q6ZU65,UBN2,Ubinuclein-2,3.3705620539058927,-3.65375044635102,-5.339031473303966,-1.9684694193980736,22.33087276838842,3.345717007441351e-06,0.0005938862630402,-0.2864513357184737,True,Up,10.342851291189309,False,
Q8NI36,WDR36,WD repeat-containing protein 36,2.015492234385288,1.016577168540937,0.0088310513482928,2.024323285733581,22.02869146241083,3.5794717716530755e-06,0.0005938862630402,-1.28763468046687,True,Up,4.043185048487664,False,
P52701,MSH6,DNA mismatch repair protein Msh6,2.1487384795286992,2.0468765393792605,0.9725072996149108,3.12124577914361,22.00459809773925,3.5989385926971096e-06,0.0005938862630402,-1.1574110990519777,True,Up,4.434398668449759,False,
Q14112,NID2,Nidogen-2,7.075315327958904,-1.057208809383246,-4.594866473362698,2.480448854596206,21.7920557654248,3.776279627665247e-06,0.0005938862630402,1.24546298624197,True,Up,134.8596854853829,False,
Q15418,RPS6KA1,Ribosomal protein S6 kinase alpha-1,4.634566907089302,-2.8296104037490117,-5.146893857293662,-0.51232695020436,21.71851646961601,3.840065012639116e-06,0.0005938862630402,0.4060850699123964,True,Up,24.83954612021715,False,
Q8N3V7,SYNPO,Synaptopodin,-5.657898374465933,-1.7163945725766174,1.112554614656349,-4.545343759809584,-21.47654934127156,4.05924812207914e-06,0.0005938862630402,0.8275117399965133,True,Down,0.0198062782906593,False,
P25205,MCM3,DNA replication licensing factor MCM3,2.1621522267606097,2.168182344804605,1.0871062314243003,3.24925845818491,21.312561174804586,4.216340636631344e-06,0.0005938862630402,-1.0810550566076595,True,Up,4.475820647904895,False,
Q5THJ4,VPS13D,Vacuolar protein sorting-associated protein 13D,-4.146774173242049,-1.7677815583870915,0.3056055282339329,-3.841168645008116,-21.1018041300926,4.429069603073543e-06,0.0005938862630402,0.2412743078383646,True,Down,0.0564542430422152,True,
P30038,ALDH4A1,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",-3.0584258856831767,4.204591110894183,5.733804053735771,2.675378168052594,-21.06102167131934,4.471705514985658e-06,0.0005938862630402,-0.3637173611242959,True,Down,0.1200389170996912,True,
Q96HF1,SFRP2,Secreted frizzled-related protein 2,8.502429083288234,0.0501529130160993,-4.201061628628018,4.301367454660217,20.978986878366324,4.558967569234795e-06,0.0005938862630402,1.6889911109250006,True,Up,362.64875436564495,False,
P21333,FLNA,Filamin-A,-1.8262566328378813,7.721219542074566,8.634347858493507,6.808091225655626,-20.908201227970032,4.635907662864369e-06,0.0005938862630402,-1.3804163980413435,True,Down,0.2819953673458728,False,
Q15165,PON2,Serum paraoxonase/arylesterase 2,-2.4650236005567963,5.112208718438581,6.344720518716979,3.879696918160183,-20.89774538320634,4.647404015178935e-06,0.0005938862630402,-0.7795498496537948,True,Down,0.1811148064996937,False,
Q2Q1W2,TRIM71,E3 ubiquitin-protein ligase TRIM71,5.20841125290168,-1.9072635830388345,-4.511469209489674,0.6969420434120058,20.85216291738104,4.697923361884904e-06,0.0005938862630402,0.7209643154047756,True,Up,36.97328316299517,False,
Q9UKK3,PARP4,Poly [ADP-ribose] polymerase 4,-3.0379548648212897,-2.437512760232912,-0.9185353278222668,-3.9564901926435567,-20.45159139840778,5.171391022518179e-06,0.0006265549449566,-0.3184223621028993,True,Down,0.1217543426321188,False,
Q92743,HTRA1,Serine protease HTRA1,-2.3690285735244854,3.294614164363325,4.479128451125567,2.110099877601082,-20.339841108057517,5.313540134999073e-06,0.0006265549449566,-0.8048732440975724,True,Down,0.1935759230268223,False,
P33992,MCM5,DNA replication licensing factor MCM5,2.2944363429080106,1.5511849495739685,0.403966778119963,2.6984031210279738,20.335614420907465,5.319007829074352e-06,0.0006265549449566,-0.8684431450143789,True,Up,4.9056229208102415,False,
Q14315,FLNC,Filamin-C,-2.1316815649535066,6.398697566355077,7.46453834883183,5.332856783878324,-19.84116837760464,6.0078605852442735e-06,0.0006919720314071,-0.9663657690812693,True,Down,0.2281917335944634,False,
Q08380,LGALS3BP,Galectin-3-binding protein,-2.479263079883591,1.4035351213058642,2.64316666124766,0.1639035813640686,-19.68615698507668,6.2454933658084855e-06,0.0006948247432629,-0.6485787132074441,True,Down,0.179335986374565,False,
P30154,PPP2R1B,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform,2.840916732283428,-1.478669357090233,-2.899127723231947,-0.0582109909485192,19.633985196389368,6.327994189314623e-06,0.0006948247432629,-0.3709404798711079,True,Up,7.164751822366864,False,
Q9P2D1,CHD7,Chromodomain-helicase-DNA-binding protein 7,2.7700342088743377,-0.6378612592717292,-2.022878363708898,0.7471558451654398,19.47242123575378,6.591890282958701e-06,0.0006948247432629,-0.4049490575964906,True,Up,6.821240876021755,False,
P80370,DLK1,Protein delta homolog 1;Fetal antigen 1,-3.4641977372252337,-2.503124704167136,-0.7710258355545191,-4.235223572779753,-19.437922135159607,6.649936680203084e-06,0.0006948247432629,0.0458402710188528,True,Down,0.0906092572083924,False,
Q9NUQ6,SPATS2L,SPATS2-like protein,-2.493655673368018,0.7279711632747882,1.9747989999587976,-0.5188566734092213,-19.25916508242954,6.96069617545092e-06,0.0006948247432629,-0.5931446193432683,True,Down,0.1775557918306274,False,
Q9H336,CRISPLD1,Cysteine-rich secretory protein LCCL domain-containing 1,-2.8970162799666133,0.6860427330543022,2.134550873037609,-0.7624654069290043,-19.19598029485322,7.074680426599755e-06,0.0006948247432629,-0.286709177787059,True,Down,0.1342490440223161,False,
P04350,TUBB4A,Tubulin beta-4A chain,2.3889798488541203,4.319544935201737,3.125055010774677,5.514034859628797,19.179407785684507,7.104946138092316e-06,0.0006948247432629,-0.6706115775416313,True,Up,5.237868530794909,False,
A6NKG5,RTL1,Retrotransposon-like protein 1,-3.282006499460695,-0.5992262823131528,1.0417769674171946,-2.2402295320435,-19.17932606052327,7.105095773285441e-06,0.0006948247432629,-0.035425976017153,True,Down,0.1028057954393882,False,
O95631,NTN1,Netrin-1,-4.9282724390067365,1.790415884482674,4.254552103986042,-0.6737203350206945,-18.99231619803026,7.457614518369127e-06,0.0007157928897908,0.7972379841280401,True,Down,0.0328429507497153,False,
O00754,MAN2B1,Lysosomal alpha-mannosidase;Lysosomal alpha-mannosidase A peptide;Lysosomal alpha-mannosidase B peptide;Lysosomal alpha-mannosidase C peptide;Lysosomal alpha-mannosidase D peptide;Lysosomal alpha-mannosidase E peptide,-2.497952654256963,2.023251568082776,3.2722278952112576,0.7742752409542947,-18.81382462198629,7.813785563692832e-06,0.0007223833145937,-0.5429110471089685,True,Down,0.1770277393014153,False,
P00352,ALDH1A1,Retinal dehydrogenase 1,2.334201064706734,0.558318155306365,-0.6087823770470019,1.725418687659732,18.763233017644943,7.918420449115615e-06,0.0007223833145937,-0.673129236167807,True,Up,5.042716307796313,False,
Q92922,SMARCC1,SWI/SNF complex subunit SMARCC1,2.5166839922249715,0.4759600226815183,-0.7823819734309675,1.734302018794004,18.68207943436502,8.089791662113655e-06,0.0007223833145937,-0.5139152325049673,True,Up,5.722652453588133,False,
P09874,PARP1,Poly [ADP-ribose] polymerase 1,1.82776194392768,5.525556315260294,4.611675343296454,6.439437287224134,18.68163982745845,8.09073200214172e-06,0.0007223833145937,-1.1535680139815094,True,Up,3.5498595458958104,False,
P78559,MAP1A,Microtubule-associated protein 1A;MAP1A heavy chain;MAP1 light chain LC2,-1.5912140364873912,3.501162612671636,4.296769630915332,2.7055555944279406,-18.616136003991613,8.232322456169783e-06,0.0007223833145937,-1.4237329833575312,True,Down,0.3318920468411615,False,
P04818,TYMS,Thymidylate synthase,3.551561877058869,-1.9227769278715543,-3.698557866400989,-0.1469959893421197,18.55707766070042,8.362531135563955e-06,0.0007223833145937,0.1884023619534539,True,Up,11.725372712428946,False,
P15502,ELN,Elastin,-2.337058726271721,-0.6133004255198304,0.5552289376160301,-1.7818297886556909,-18.39497186657674,8.732813296274955e-06,0.0007420028084359,-0.631038409565478,True,Down,0.1979134100505388,False,
Q06278,AOX1,Aldehyde oxidase,3.244202665435634,-1.2555599969456128,-2.87766132966343,0.3665413357722045,18.31572462118506,8.920962675906807e-06,0.0007457564562956,0.033549237282782,True,Up,9.475503891465864,False,
P20591,MX1,"Interferon-induced GTP-binding protein Mx1;Interferon-induced GTP-binding protein Mx1, N-terminally processed",5.2681669798148905,-1.260683570988277,-3.8947670608957226,1.373399918919168,18.23316929766673,9.122152614393642e-06,0.0007457564562956,1.0122100526931015,True,Up,38.53685625822925,False,
Q13480,GAB1,GRB2-associated-binding protein 1,-3.368233798093795,-2.552294677613716,-0.8681777785668187,-4.236411576660614,-18.19834543109676,9.208646190028702e-06,0.0007457564562956,0.121445604196389,True,Down,0.0968412963376634,False,
P21695,GPD1,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic",-6.064020337055792,-0.9767953111224704,2.0552148574054256,-4.008805479650366,-18.01952838021523,9.66856552775397e-06,0.0007709565404669,1.317163784927923,True,Down,0.0149467917701609,False,
Q86TG7,PEG10,Retrotransposon-derived protein PEG10,-2.4689802524480604,1.028922837238132,2.2634129634621623,-0.205567288985898,-17.87541912662357,1.005933844289153e-05,0.0007849083602492,-0.4639127072077376,True,Down,0.180618772026038,False,
P41208;Q12798,CETN2,Centrin-2,-2.4241387217885224,1.5878662538032753,2.7999356146975365,0.3757968929090142,-17.798234425511502,1.0276406911202685e-05,0.0007849083602492,-0.4919159951165226,True,Down,0.1863208818755423,False,
Q8WX94,NLRP7,"NACHT, LRR and PYD domains-containing protein 7",4.169182703526283,-1.6344633008751597,-3.719054652638301,0.4501280508879818,17.771977037691865,1.0351526692931046e-05,0.0007849083602492,0.595524198863978,True,Up,17.990740991447343,False,
Q9UIF9,BAZ2A,Bromodomain adjacent to zinc finger domain protein 2A,2.974494406249648,-3.318447945536537,-4.8056951486613615,-1.8312007424117132,17.693389327916382,1.0580319409037031e-05,0.0007849083602492,-0.0709040764618025,True,Up,7.85980982835998,False,
P46940,IQGAP1,Ras GTPase-activating-like protein IQGAP1,-1.8343732748700756,4.895404841952903,5.812591479387941,3.978218204517866,-17.60120842890685,1.0856449410567848e-05,0.0007849083602492,-1.0271994132403504,True,Down,0.2804133081701812,False,
Q9UMY1,NOL7,Nucleolar protein 7,3.124729879296403,-3.0348711037664726,-4.597236043414674,-1.4725061641182708,17.582065698015697,1.0914869041034336e-05,0.0007849083602492,0.0402668459075074,True,Up,8.722428578429437,False,
P14854,COX6B1,Cytochrome c oxidase subunit 6B1,-2.199494773979952,0.8968568244515455,1.9966042114415217,-0.2028905625384306,-17.565245907004407,1.0966510409105013e-05,0.0007849083602492,-0.6600592588742547,True,Down,0.2177138700002096,True,
P61952;P63211,GNG11,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-11,-6.021814062888129,-2.1027015489592964,0.9082054824847686,-5.113608580403361,-17.472239274302854,1.125740514562601e-05,0.0007849083602492,1.3648804585834136,True,Down,0.0153905216003199,False,
Q9P258,RCC2,Protein RCC2,1.7035813722898503,1.9166633818810968,1.0648726957361714,2.768454068026022,17.451892284680017,1.1322270155211813e-05,0.0007849083602492,-1.158100776508856,True,Up,3.2570850047805284,False,
Q99541,PLIN2,Perilipin-2,3.4632489702523124,-2.79598091781281,-4.527605402938966,-1.0643564326866537,17.43119945544139,1.1388697152447946e-05,0.0007849083602492,0.2632209093892979,True,Up,11.02914439243137,False,
Q53GG5,PDLIM3,PDZ and LIM domain protein 3,-3.6947337057298513,1.5083389214590597,3.3557057743239853,-0.3390279314058659,-17.393977223892264,1.1509364340911432e-05,0.0007849083602492,0.3968988869138278,True,Down,0.0772279183207851,False,
P07339,CTSD,Cathepsin D;Cathepsin D light chain;Cathepsin D heavy chain,-1.8361897432550025,6.264639386310838,7.18273425793834,5.3465445146833375,-17.22311105577739,1.2083312805222237e-05,0.0008054456985259,-0.9817890897434004,True,Down,0.2800604675729421,False,
P06756,ITGAV,Integrin alpha-V;Integrin alpha-V heavy chain;Integrin alpha-V light chain,-2.40271144156678,2.6182015109456045,3.8195572317289934,1.4168457901622145,-17.20214995681582,1.2156057484835614e-05,0.0008054456985259,-0.4415430726372835,True,Down,0.1891088201883387,False,
P68871;P02042,HBB,Hemoglobin subunit beta;LVV-hemorphin-7;Spinorphin,1.8429801380645,0.3457460943674703,-0.5757439746647796,1.2672361633997202,17.153007536438516,1.2328669927175184e-05,0.0008054456985259,-0.9662493058213324,True,Up,3.58750324827338,False,
P55285,CDH6,Cadherin-6,-2.704181813664042,-3.0010268556178725,-1.6489359487858517,-4.353117762449894,-17.079733359168955,1.25915272168875e-05,0.0008054456985259,-0.1908564240707047,True,Down,0.1534476212447751,False,
Q9ULU4,ZMYND8,Protein kinase C-binding protein 1,1.420693591717162,0.6002945966298707,-0.1100521992287101,1.3106413924884517,17.01919864500509,1.2813757297003292e-05,0.0008054456985259,-1.47106374290717,True,Up,2.677141866020234,False,
P04271,S100B,Protein S100-B,-7.588901100454199,-0.6109560660388369,3.1834944841882624,-4.405406616265936,-16.97807343471042,1.296741340017782e-05,0.0008054456985259,1.8848581099918944,True,Down,0.0051941338220875,False,
Q9HCB6,SPON1,Spondin-1,-6.38629173463945,0.0152037416099184,3.2083496089296437,-3.1779421257098064,-16.956470356837382,1.304901234555622e-05,0.0008054456985259,1.542338507957897,True,Down,0.0119545883722066,False,
Q9BZE9,ASPSCR1,Tether containing UBX domain for GLUT4,1.828772140320594,-3.243124103375013,-4.15751017353531,-2.328738033214716,16.948074263938114,1.3080891761996227e-05,0.0008054456985259,-0.9576889286572624,True,Up,3.552346080474848,False,
Q9NW82,WDR70,WD repeat-containing protein 70,1.5423569367161596,-1.7443565587762873,-2.515535027134367,-0.9731780904182076,16.914547693513857,1.3209122974089382e-05,0.0008054456985259,-1.2943947337505182,True,Up,2.9126996389411715,False,
Q9NQ84,GPRC5C,G-protein coupled receptor family C group 5 member C,-1.8007088620876983,-3.176233799356749,-2.2758793683129,-4.076588230400598,-16.804498245727427,1.3640743447451698e-05,0.0008205064485133,-0.9716024668607824,True,Down,0.2870335213926784,False,
P35558,PCK1,"Phosphoenolpyruvate carboxykinase, cytosolic [GTP]",-2.222798745488801,-3.193527267652838,-2.0821278949084374,-4.304926640397238,-16.771675685542597,1.377273027602932e-05,0.0008205064485133,-0.5465188484193375,True,Down,0.2142253708321954,False,
P13929,ENO3,Beta-enolase,2.91941256695942,-2.2012363186285704,-3.660942602108281,-0.7415300351488602,16.611091302932884,1.4440944504645614e-05,0.0008505388109952,0.0179535350531036,True,Up,7.565380093598427,False,
Q6P1N0,CC2D1A,Coiled-coil and C2 domain-containing protein 1A,-1.6462139589874585,-0.4703194024275104,0.3527875770662187,-1.2934263819212397,-16.46716329991932,1.5073063784232232e-05,0.0008628297047564,-1.110450487463358,True,Down,0.3194774571609325,False,
Q5T9A4,ATAD3B,ATPase family AAA domain-containing protein 3B,4.189799945339936,-2.1683365012455487,-4.263236473915517,-0.0734365285755807,16.462537570721807,1.5093922903330892e-05,0.0008628297047564,0.7584612159936678,True,Up,18.249688642948133,True,
O43505,B4GAT1,"Beta-1,4-glucuronyltransferase 1",-2.81285751474707,-3.1315202653803333,-1.7250915080067983,-4.537949022753868,-16.45035027448806,1.5149045559104124e-05,0.0008628297047564,-0.0369618484964214,True,Down,0.1423133082653409,False,
O15484,CAPN5,Calpain-5,-1.7284979605927355,1.22481284913779,2.089061829434158,0.3605638688414221,-16.396449900811653,1.539574286368861e-05,0.0008673492963315,-1.0042941424297571,True,Down,0.3017659723567986,False,
P52564;P46734,MAP2K6,Dual specificity mitogen-activated protein kinase kinase 6,1.6678527291657184,0.9902817812168684,0.1563554166340092,1.824208145799728,16.314177513821235,1.5781633892375524e-05,0.0008675007824458,-1.0656650750169472,True,Up,3.1774132323309563,False,
P80303,NUCB2,Nucleobindin-2;Nesfatin-1,-1.4737137858712164,1.867305007777174,2.604161900712782,1.1304481148415657,-16.30264929300613,1.5836625961496154e-05,0.0008675007824458,-1.3117541158309542,True,Down,0.3600542531727432,False,
P09382,LGALS1,Galectin-1,-1.7408276017368638,4.130062727552612,5.000476528421044,3.25964892668418,-16.28930773832135,1.5900554569237002e-05,0.0008675007824458,-0.9769666441103912,True,Down,0.2991979920447131,False,
O00425,IGF2BP3,Insulin-like growth factor 2 mRNA-binding protein 3,1.9864808282963329,4.408405478522243,3.415165064374077,5.40164589267041,16.151917618761296,1.6577184301036496e-05,0.0008844195707453,-0.6960183303636128,True,Up,3.9626919725852394,False,
P49321,NASP,Nuclear autoantigenic sperm protein,1.974707840762846,4.102477780521363,3.11512386013994,5.089831700902786,16.143832237654046,1.6618066644102925e-05,0.0008844195707453,-0.7069052860807798,True,Up,3.9304863533383423,False,
P23378,GLDC,"Glycine dehydrogenase (decarboxylating), mitochondrial",1.6409533496592026,2.906592832402804,2.0861161575732026,3.727069507232405,16.123270714878963,1.6722577258931892e-05,0.0008844195707453,-1.0746425210451918,True,Up,3.118718523329233,True,
P28289,TMOD1,Tropomodulin-1,-4.6248267712847415,-1.6326272725773658,0.679786113065005,-3.9450406582197366,-16.051929398593405,1.7091343573527595e-05,0.000894792260016,1.0065496630320254,True,Down,0.0405311024815655,False,
Q8N474,SFRP1,Secreted frizzled-related protein 1,3.5804473576062428,-1.9977296343753557,-3.787953313178477,-0.207505955572234,15.890586925438944,1.7961847347036652e-05,0.000923025956155,0.514851612792256,True,Up,11.9625028026825,False,
P33993,MCM7,DNA replication licensing factor MCM7,2.228909143514256,1.7387037087748023,0.6242491370176744,2.85315828053193,15.864600961330549,1.810696445359028e-05,0.000923025956155,-0.4298260197862575,True,Up,4.6877939025945645,False,
Q99661,KIF2C,Kinesin-like protein KIF2C,4.388751531189426,-2.3356711906477257,-4.530046956242439,-0.1412954250530127,15.854297023906971,1.816489437156399e-05,0.000923025956155,0.9265383968239564,True,Up,20.94815865247523,False,
Q96P16,RPRD1A,Regulation of nuclear pre-mRNA domain-containing protein 1A,1.5236338980644617,0.6046447678730372,-0.1571721811591935,1.366461716905268,15.761178174426025,1.8698605327216452e-05,0.0009323053989401,-1.1775733292906148,True,Up,2.875143369473557,False,
Q9UM22,EPDR1,Mammalian ependymin-related protein 1,-2.143605703876404,1.1308769575758006,2.2026798095140023,0.0590741056375989,-15.759693365506218,1.870726634956021e-05,0.0009323053989401,-0.4946026760070148,True,Down,0.2263134599250918,False,
Q9NR56,MBNL1,Muscleblind-like protein 1,-3.07183178796938,-1.6988672645470722,-0.1629513705623821,-3.234783158531762,-15.684064855488067,1.9154832612056083e-05,0.0009455190231265,0.2345876158386421,True,Down,0.118928650301724,False,
P23471,PTPRZ1,Receptor-type tyrosine-protein phosphatase zeta,-1.742104449613882,1.851053113611108,2.7221053384180487,0.9800008888041668,-15.48226309760984,2.041327373913937e-05,0.0009907692089217,-0.8738724919455088,True,Down,0.2989333059514893,False,
P11117,ACP2,Lysosomal acid phosphatase,-1.8270937520226636,1.5993835546330413,2.512930430644373,0.6858366786217095,-15.426677438880333,2.0777128195703654e-05,0.0009907692089217,-0.7714135018301762,True,Down,0.2818317878984027,False,
P00338;Q6ZMR3;P07864,LDHA,L-lactate dehydrogenase A chain,2.3176467048271405,4.643109619214318,3.484286266800748,5.801932971627888,15.41816707438626,2.0833518180607413e-05,0.0009907692089217,-0.2946584091571619,True,Up,4.985183828111688,False,
P61769,B2M,Beta-2-microglobulin;Beta-2-microglobulin form pI 5.3,-2.089523490096718,-1.1918237946466228,-0.1470620495982638,-2.236585539694982,-15.395680293880876,2.0983399801499655e-05,0.0009907692089217,-0.4989719092996803,True,Down,0.2349582792103547,False,
Q8N129,CNPY4,Protein canopy homolog 4,-1.8333425662483824,-0.9168345854471096,-0.0001633023229186,-1.8335058685713008,-15.361344486970031,2.1214755744791702e-05,0.0009907692089217,-0.756096891375091,True,Down,0.280613716208625,False,
P16278,GLB1,Beta-galactosidase,-1.5724169318464596,3.6227063384496,4.40891480437283,2.8364978725263703,-15.345979484080374,2.1319273452391485e-05,0.0009907692089217,-1.061149327979888,True,Down,0.3362446150303033,False,
O75717,WDHD1,WD repeat and HMG-box DNA-binding protein 1,6.562201898046605,-1.641761212620676,-4.9228621616439785,1.6393397364026268,15.326885322455317,2.1450017875013216e-05,0.0009907692089217,1.7987653502206746,True,Up,94.4973454752463,False,
Q9NR30,DDX21,Nucleolar RNA helicase 2,1.817961964075596,3.3956086079731818,2.486627625935384,4.30458959001098,15.2995050392139,2.163917839625995e-05,0.0009907692089217,-0.764878867198293,True,Up,3.5258276737415857,False,
Q86XA9,HEATR5A,HEAT repeat-containing protein 5A,-1.3819601559875814,-1.2881652004891933,-0.5971851224954025,-1.979145278482984,-15.277599746708804,2.17919525018484e-05,0.0009907692089217,-1.3104396446142812,True,Down,0.3836971207107534,False,
